game_id,period,away_score,home_score,remaining_time,team,player,result,converted_x,converted_y,shot_distance,assist
"=""0021300008""",1,0,2,00:11:36,NYK,Carmelo Anthony,made,29.2,69.5,20,Tyson Chandler
"=""0021300008""",1,2,2,00:10:27,NYK,Raymond Felton,missed,25.6,83.5,6,
"=""0021300008""",1,2,4,00:10:16,NYK,Tyson Chandler,made,24.4,89.6,1,Pablo Prigioni
"=""0021300008""",1,2,4,00:09:34,NYK,Tyson Chandler,missed,22.7,87.1,3,
"=""0021300008""",1,4,6,00:09:14,NYK,Raymond Felton,made,34.5,75.5,17,
"=""0021300008""",1,4,6,00:08:49,NYK,Iman Shumpert,missed,24.0,87.9,1,
"=""0021300008""",1,4,8,00:08:06,NYK,Carmelo Anthony,made,12.0,87.8,13,
"=""0021300008""",1,4,8,00:07:32,NYK,Iman Shumpert,missed,2.6,85.4,23,
"=""0021300008""",1,4,11,00:06:39,NYK,Pablo Prigioni,made,48.3,90.4,23,Iman Shumpert
"=""0021300008""",1,6,11,00:06:11,NYK,Raymond Felton,missed,42.7,89.5,18,
"=""0021300008""",1,6,11,00:06:07,NYK,Iman Shumpert,missed,40.2,83.7,16,
"=""0021300008""",1,6,13,00:05:53,NYK,Pablo Prigioni,made,26.5,87.6,2,
"=""0021300008""",1,6,13,00:05:11,NYK,Metta World Peace,missed,27.9,84.6,5,
"=""0021300008""",1,6,15,00:04:49,NYK,Raymond Felton,made,27.1,88.3,2,
"=""0021300008""",1,8,17,00:04:16,NYK,Iman Shumpert,made,27.8,88.7,3,
"=""0021300008""",1,10,17,00:03:32,NYK,Beno Udrih,missed,10.0,89.8,15,
"=""0021300008""",1,13,17,00:02:46,NYK,Andrea Bargnani,missed,43.4,71.2,26,
"=""0021300008""",1,15,19,00:01:43,NYK,Metta World Peace,made,24.0,88.7,1,
"=""0021300008""",1,16,21,00:00:52,NYK,Beno Udrih,made,44.6,91.1,20,Andrea Bargnani
"=""0021300008""",1,16,21,00:00:38,NYK,Beno Udrih,missed,23.5,88.6,2,
"=""0021300008""",1,18,24,00:00:03,NYK,Kenyon Martin,made,23.9,88.9,1,Beno Udrih
"=""0021300008""",2,18,24,00:11:28,NYK,Andrea Bargnani,missed,20.9,81.8,8,
"=""0021300008""",2,18,24,00:10:41,NYK,Andrea Bargnani,missed,33.3,74.8,16,
"=""0021300008""",2,21,28,00:09:48,NYK,Tim Hardaway Jr.,made,39.3,73.4,21,
"=""0021300008""",2,21,30,00:09:24,NYK,Carmelo Anthony,made,24.6,77.4,12,Kenyon Martin
"=""0021300008""",2,21,30,00:08:47,NYK,Andrea Bargnani,missed,14.9,83.5,12,
"=""0021300008""",2,21,30,00:08:10,NYK,Carmelo Anthony,missed,27.6,88.1,3,
"=""0021300008""",2,23,32,00:07:35,NYK,Tyson Chandler,made,33.8,76.6,15,Tim Hardaway Jr.
"=""0021300008""",2,23,34,00:06:55,NYK,Raymond Felton,made,33.3,73.6,17,
"=""0021300008""",2,23,36,00:06:27,NYK,Raymond Felton,made,27.1,88.7,2,
"=""0021300008""",2,25,38,00:05:49,NYK,Iman Shumpert,made,27.3,89.0,2,Raymond Felton
"=""0021300008""",2,25,41,00:04:57,NYK,Iman Shumpert,made,5.7,74.5,24,Carmelo Anthony
"=""0021300008""",2,29,43,00:03:43,NYK,Iman Shumpert,missed,47.6,77.4,25,
"=""0021300008""",2,29,43,00:03:15,NYK,Iman Shumpert,missed,41.6,90.1,17,
"=""0021300008""",2,29,45,00:02:59,NYK,Carmelo Anthony,made,27.0,88.9,2,Raymond Felton
"=""0021300008""",2,29,45,00:02:12,NYK,Carmelo Anthony,missed,39.6,87.0,15,
"=""0021300008""",2,29,47,00:01:59,NYK,Iman Shumpert,made,26.7,88.4,2,
"=""0021300008""",2,29,52,00:00:57,NYK,Raymond Felton,made,26.5,88.4,2,
"=""0021300008""",2,29,54,00:00:33,NYK,Pablo Prigioni,made,23.9,88.9,1,
"=""0021300008""",3,34,58,00:10:34,NYK,Carmelo Anthony,made,26.7,88.3,2,Pablo Prigioni
"=""0021300008""",3,34,58,00:09:44,NYK,Iman Shumpert,missed,12.7,70.1,23,
"=""0021300008""",3,39,60,00:07:59,NYK,Tyson Chandler,missed,20.7,73.7,16,
"=""0021300008""",3,41,60,00:06:57,NYK,Iman Shumpert,missed,2.7,89.0,22,
"=""0021300008""",3,44,63,00:05:51,NYK,Andrea Bargnani,made,23.2,83.7,6,Beno Udrih
"=""0021300008""",3,44,63,00:05:27,NYK,Carmelo Anthony,missed,46.7,75.2,26,
"=""0021300008""",3,46,65,00:05:11,NYK,Raymond Felton,made,25.0,88.2,1,
"=""0021300008""",3,52,65,00:03:48,NYK,Andrea Bargnani,missed,41.0,70.1,25,
"=""0021300008""",3,54,67,00:03:15,NYK,Metta World Peace,made,19.4,87.5,6,Tim Hardaway Jr.
"=""0021300008""",3,56,67,00:02:31,NYK,Beno Udrih,missed,22.4,82.9,7,
"=""0021300008""",3,58,69,00:01:56,NYK,Andrea Bargnani,made,23.5,82.7,6,Pablo Prigioni
"=""0021300008""",3,60,71,00:01:32,NYK,Andrea Bargnani,made,23.2,88.6,2,
"=""0021300008""",3,62,74,00:00:43,NYK,Tim Hardaway Jr.,made,35.2,65.7,25,Pablo Prigioni
"=""0021300008""",3,64,74,00:00:01,NYK,Andrea Bargnani,missed,24.2,64.0,25,
"=""0021300008""",4,64,74,00:11:12,NYK,Carmelo Anthony,missed,7.5,87.6,18,
"=""0021300008""",4,66,74,00:10:46,NYK,Metta World Peace,missed,26.3,87.8,2,
"=""0021300008""",4,71,76,00:08:35,NYK,Iman Shumpert,made,39.0,75.2,20,
"=""0021300008""",4,73,76,00:07:57,NYK,Carmelo Anthony,missed,15.8,89.8,9,
"=""0021300008""",4,75,76,00:05:56,NYK,Carmelo Anthony,missed,24.6,87.9,1,
"=""0021300008""",4,75,76,00:05:51,NYK,Carmelo Anthony,missed,24.3,87.6,2,
"=""0021300008""",4,75,78,00:05:49,NYK,Tyson Chandler,made,25.4,88.4,1,
"=""0021300008""",4,77,80,00:05:10,NYK,Raymond Felton,missed,16.1,73.6,18,
"=""0021300008""",4,80,80,00:04:18,NYK,Carmelo Anthony,missed,49.5,90.7,25,
"=""0021300008""",4,80,80,00:03:20,NYK,Raymond Felton,missed,9.5,70.4,24,
"=""0021300008""",4,81,80,00:02:38,NYK,Carmelo Anthony,missed,26.8,88.4,2,
"=""0021300008""",4,81,82,00:02:36,NYK,Tyson Chandler,made,25.0,88.1,1,
"=""0021300008""",4,81,82,00:01:51,NYK,Iman Shumpert,missed,48.6,83.5,24,
"=""0021300008""",4,81,82,00:01:48,NYK,Raymond Felton,missed,24.5,87.5,2,
"=""0021300008""",4,81,84,00:01:48,NYK,Carmelo Anthony,made,24.5,87.8,1,
"=""0021300008""",4,81,86,00:01:14,NYK,Carmelo Anthony,made,23.5,85.1,4,
"=""0021300008""",4,83,88,00:00:41,NYK,Tyson Chandler,made,25.0,88.4,1,Raymond Felton
"=""0021300008""",4,83,90,00:00:26,NYK,Raymond Felton,made,26.3,88.1,2,Pablo Prigioni
"=""0021300018""",1,2,0,00:11:22,NYK,Tyson Chandler,made,24.3,5.4,1,Carmelo Anthony
"=""0021300018""",1,2,0,00:10:49,NYK,Raymond Felton,missed,4.1,18.4,25,
"=""0021300018""",1,2,0,00:10:47,NYK,Tyson Chandler,missed,24.7,4.7,0,
"=""0021300018""",1,2,0,00:10:25,NYK,Andrea Bargnani,missed,22.9,29.2,24,
"=""0021300018""",1,2,2,00:09:46,NYK,Andrea Bargnani,missed,23.0,7.8,3,
"=""0021300018""",1,2,4,00:09:09,NYK,Raymond Felton,missed,37.5,23.3,22,
"=""0021300018""",1,5,4,00:09:05,NYK,Carmelo Anthony,made,10.9,25.9,25,Andrea Bargnani
"=""0021300018""",1,7,6,00:08:12,NYK,Tyson Chandler,made,11.4,8.7,14,Carmelo Anthony
"=""0021300018""",1,7,8,00:07:31,NYK,Carmelo Anthony,missed,9.0,18.7,21,
"=""0021300018""",1,7,10,00:06:48,NYK,Metta World Peace,missed,5.2,4.8,20,
"=""0021300018""",1,7,12,00:06:22,NYK,Metta World Peace,missed,25.4,6.4,1,
"=""0021300018""",1,9,14,00:05:40,NYK,Raymond Felton,made,26.6,9.8,5,
"=""0021300018""",1,9,14,00:05:00,NYK,Carmelo Anthony,missed,13.4,7.3,12,
"=""0021300018""",1,13,14,00:03:56,NYK,Carmelo Anthony,made,25.0,6.1,1,
"=""0021300018""",1,13,14,00:03:26,NYK,Raymond Felton,missed,20.7,8.9,6,
"=""0021300018""",1,13,14,00:03:24,NYK,Tyson Chandler,missed,26.9,6.4,2,
"=""0021300018""",1,16,18,00:01:50,NYK,Tim Hardaway Jr.,made,34.2,27.4,24,Amar'e Stoudemire
"=""0021300018""",1,16,20,00:01:16,NYK,Metta World Peace,missed,36.1,25.1,23,
"=""0021300018""",1,16,22,00:00:39,NYK,Tim Hardaway Jr.,missed,43.8,2.6,19,
"=""0021300018""",2,18,26,00:11:43,NYK,Amar'e Stoudemire,made,27.4,6.5,3,
"=""0021300018""",2,18,26,00:11:12,NYK,Amar'e Stoudemire,missed,37.0,9.1,13,
"=""0021300018""",2,20,26,00:10:38,NYK,Tim Hardaway Jr.,made,21.6,23.3,19,Pablo Prigioni
"=""0021300018""",2,20,26,00:10:16,NYK,Tim Hardaway Jr.,missed,26.8,6.9,3,
"=""0021300018""",2,20,26,00:09:38,NYK,Metta World Peace,missed,40.2,6.5,15,
"=""0021300018""",2,20,28,00:08:11,NYK,Raymond Felton,missed,27.7,6.5,3,
"=""0021300018""",2,22,30,00:07:20,NYK,Carmelo Anthony,made,23.8,7.3,3,Raymond Felton
"=""0021300018""",2,23,30,00:06:32,NYK,Iman Shumpert,missed,45.4,4.7,20,
"=""0021300018""",2,23,30,00:06:05,NYK,Tim Hardaway Jr.,missed,42.9,22.2,25,
"=""0021300018""",2,25,33,00:05:18,NYK,Raymond Felton,made,27.1,26.9,22,Carmelo Anthony
"=""0021300018""",2,25,33,00:04:47,NYK,Carmelo Anthony,missed,23.8,26.7,22,
"=""0021300018""",2,27,35,00:04:20,NYK,Raymond Felton,made,25.4,6.1,1,Iman Shumpert
"=""0021300018""",2,27,37,00:03:25,NYK,Tyson Chandler,missed,25.4,10.2,5,
"=""0021300018""",2,30,37,00:03:19,NYK,Iman Shumpert,made,47.9,2.2,23,
"=""0021300018""",2,32,37,00:02:53,NYK,Tim Hardaway Jr.,made,22.7,7.2,3,Carmelo Anthony
"=""0021300018""",2,34,39,00:01:59,NYK,Tim Hardaway Jr.,missed,8.0,10.0,18,
"=""0021300018""",2,38,41,00:01:24,NYK,Metta World Peace,made,11.2,25.6,25,
"=""0021300018""",2,38,41,00:00:57,NYK,Tim Hardaway Jr.,missed,25.0,7.6,3,
"=""0021300018""",2,38,41,00:00:52,NYK,Carmelo Anthony,missed,7.6,5.7,17,
"=""0021300018""",2,38,41,00:00:47,NYK,Carmelo Anthony,missed,22.6,7.3,3,
"=""0021300018""",2,38,41,00:00:08,NYK,Metta World Peace,missed,47.4,4.5,22,
"=""0021300018""",2,38,43,00:00:01,NYK,Carmelo Anthony,missed,47.4,18.1,26,
"=""0021300018""",3,38,43,00:11:42,NYK,Carmelo Anthony,missed,15.1,13.5,13,
"=""0021300018""",3,40,43,00:11:09,NYK,Andrea Bargnani,made,22.4,23.9,19,Carmelo Anthony
"=""0021300018""",3,40,46,00:10:24,NYK,Tyson Chandler,missed,30.9,20.6,17,
"=""0021300018""",3,42,49,00:09:50,NYK,Raymond Felton,made,23.3,17.7,13,
"=""0021300018""",3,42,49,00:09:45,NYK,Carmelo Anthony,missed,12.1,27.0,26,
"=""0021300018""",3,44,51,00:09:07,NYK,Tyson Chandler,made,23.8,6.7,2,Raymond Felton
"=""0021300018""",3,46,51,00:08:27,NYK,Andrea Bargnani,made,31.7,22.6,19,Tyson Chandler
"=""0021300018""",3,46,51,00:08:05,NYK,Iman Shumpert,missed,23.0,6.4,2,
"=""0021300018""",3,49,53,00:07:43,NYK,Andrea Bargnani,made,37.8,25.3,24,Raymond Felton
"=""0021300018""",3,49,55,00:07:02,NYK,Carmelo Anthony,missed,42.5,22.5,25,
"=""0021300018""",3,51,55,00:06:38,NYK,Andrea Bargnani,made,29.5,23.3,19,Raymond Felton
"=""0021300018""",3,51,57,00:06:12,NYK,Iman Shumpert,missed,18.9,18.1,14,
"=""0021300018""",3,51,59,00:05:36,NYK,Carmelo Anthony,missed,35.3,18.1,17,
"=""0021300018""",3,51,61,00:05:12,NYK,Raymond Felton,missed,27.7,6.2,3,
"=""0021300018""",3,53,64,00:04:27,NYK,Carmelo Anthony,made,7.9,6.5,17,Raymond Felton
"=""0021300018""",3,55,66,00:03:40,NYK,Carmelo Anthony,made,16.1,11.4,11,
"=""0021300018""",3,55,66,00:03:13,NYK,Raymond Felton,missed,27.6,8.6,4,
"=""0021300018""",3,55,66,00:02:37,NYK,Metta World Peace,missed,27.9,23.1,18,
"=""0021300018""",3,58,66,00:02:10,NYK,Carmelo Anthony,made,38.1,26.6,25,Metta World Peace
"=""0021300018""",3,58,66,00:01:34,NYK,Andrea Bargnani,missed,30.2,13.3,10,
"=""0021300018""",3,61,68,00:00:52,NYK,Metta World Peace,made,9.6,25.3,25,Pablo Prigioni
"=""0021300018""",3,61,68,00:00:22,NYK,Metta World Peace,missed,29.0,7.2,5,
"=""0021300018""",3,61,71,00:00:00,NYK,Carmelo Anthony,missed,8.7,49.8,48,
"=""0021300018""",4,61,71,00:11:27,NYK,Tim Hardaway Jr.,missed,15.0,27.5,25,
"=""0021300018""",4,61,71,00:11:14,NYK,Tim Hardaway Jr.,missed,20.2,6.7,5,
"=""0021300018""",4,63,71,00:11:11,NYK,Metta World Peace,made,26.3,6.7,2,
"=""0021300018""",4,65,73,00:10:40,NYK,Amar'e Stoudemire,made,27.6,9.4,5,
"=""0021300018""",4,65,73,00:10:13,NYK,Tim Hardaway Jr.,missed,38.3,26.3,25,
"=""0021300018""",4,66,74,00:08:23,NYK,Metta World Peace,missed,36.4,27.5,25,
"=""0021300018""",4,69,76,00:07:30,NYK,Tim Hardaway Jr.,made,11.2,25.1,24,Carmelo Anthony
"=""0021300018""",4,69,76,00:07:02,NYK,Raymond Felton,missed,23.0,9.2,5,
"=""0021300018""",4,71,76,00:06:59,NYK,Carmelo Anthony,made,37.3,13.5,15,Tyson Chandler
"=""0021300018""",4,71,76,00:05:56,NYK,Tim Hardaway Jr.,missed,47.8,6.1,23,
"=""0021300018""",4,74,76,00:05:31,NYK,Raymond Felton,made,9.1,24.5,25,
"=""0021300018""",4,74,76,00:04:51,NYK,Iman Shumpert,missed,1.7,3.6,23,
"=""0021300018""",4,76,76,00:04:49,NYK,Iman Shumpert,made,24.6,5.9,1,
"=""0021300018""",4,78,76,00:04:10,NYK,Carmelo Anthony,made,13.7,10.2,12,Raymond Felton
"=""0021300018""",4,78,76,00:03:22,NYK,Carmelo Anthony,missed,8.0,10.3,18,
"=""0021300018""",4,78,78,00:02:53,NYK,Carmelo Anthony,missed,39.7,6.4,15,
"=""0021300018""",4,78,78,00:02:32,NYK,Raymond Felton,missed,10.9,25.9,25,
"=""0021300018""",4,78,78,00:02:06,NYK,Raymond Felton,missed,20.5,12.5,9,
"=""0021300018""",4,78,80,00:01:43,NYK,Carmelo Anthony,missed,39.4,2.5,15,
"=""0021300018""",4,80,80,00:00:10,NYK,Carmelo Anthony,missed,35.6,22.8,21,
"=""0021300018""",4,81,82,00:00:02,NYK,Carmelo Anthony,missed,35.5,29.1,26,
"=""0021300018""",4,81,82,00:00:00,NYK,Tyson Chandler,missed,23.4,5.0,2,
"=""0021300045""",1,0,2,00:11:39,NYK,Raymond Felton,made,27.8,89.0,3,
"=""0021300045""",1,0,2,00:10:53,NYK,Carmelo Anthony,missed,41.3,88.9,16,
"=""0021300045""",1,0,2,00:10:22,NYK,Andrea Bargnani,missed,44.2,72.0,26,
"=""0021300045""",1,0,2,00:10:20,NYK,Carmelo Anthony,missed,26.7,87.9,2,
"=""0021300045""",1,2,4,00:09:41,NYK,Raymond Felton,missed,27.1,89.0,2,
"=""0021300045""",1,2,7,00:09:11,NYK,Iman Shumpert,made,7.6,71.7,25,
"=""0021300045""",1,4,7,00:08:40,NYK,Carmelo Anthony,missed,17.5,72.3,18,
"=""0021300045""",1,6,9,00:08:06,NYK,Andrea Bargnani,made,11.4,79.4,17,Iman Shumpert
"=""0021300045""",1,8,9,00:07:29,NYK,Andrea Bargnani,missed,16.8,88.6,8,
"=""0021300045""",1,8,11,00:07:27,NYK,Carmelo Anthony,made,26.7,88.6,2,
"=""0021300045""",1,12,11,00:06:21,NYK,Andrea Bargnani,missed,23.9,88.3,1,
"=""0021300045""",1,12,11,00:06:18,NYK,Carmelo Anthony,missed,27.4,87.0,3,
"=""0021300045""",1,14,11,00:05:15,NYK,Raymond Felton,missed,18.0,78.8,12,
"=""0021300045""",1,14,11,00:05:10,NYK,Andrea Bargnani,missed,6.8,73.3,24,
"=""0021300045""",1,17,13,00:04:38,NYK,Iman Shumpert,made,42.4,88.3,17,
"=""0021300045""",1,19,15,00:04:09,NYK,Tyson Chandler,made,26.7,88.3,2,Tim Hardaway Jr.
"=""0021300045""",1,26,15,00:03:08,NYK,Iman Shumpert,missed,28.1,71.1,18,
"=""0021300045""",1,26,15,00:03:06,NYK,Tyson Chandler,missed,25.6,87.5,2,
"=""0021300045""",1,29,19,00:02:38,NYK,Kenyon Martin,made,13.0,89.0,12,Raymond Felton
"=""0021300045""",1,33,19,00:01:49,NYK,Pablo Prigioni,missed,2.4,91.8,23,
"=""0021300045""",1,37,19,00:00:50,NYK,Tim Hardaway Jr.,missed,48.4,90.6,23,
"=""0021300045""",1,39,19,00:00:21,NYK,Metta World Peace,missed,14.9,87.6,10,
"=""0021300045""",1,40,19,00:00:00,NYK,Metta World Peace,missed,1.9,80.8,25,
"=""0021300045""",2,42,21,00:11:26,NYK,Metta World Peace,made,27.8,82.4,7,
"=""0021300045""",2,42,23,00:10:54,NYK,Metta World Peace,made,23.2,89.0,2,
"=""0021300045""",2,42,23,00:10:23,NYK,Metta World Peace,missed,48.7,81.9,25,
"=""0021300045""",2,45,23,00:10:02,NYK,Tim Hardaway Jr.,missed,23.9,87.5,2,
"=""0021300045""",2,45,23,00:09:17,NYK,Metta World Peace,missed,27.1,81.9,7,
"=""0021300045""",2,45,25,00:08:45,NYK,Carmelo Anthony,missed,13.9,88.9,11,
"=""0021300045""",2,45,27,00:08:43,NYK,Tyson Chandler,made,26.0,88.6,1,
"=""0021300045""",2,45,29,00:07:56,NYK,Iman Shumpert,made,35.2,72.3,20,
"=""0021300045""",2,45,29,00:07:32,NYK,Iman Shumpert,missed,48.6,87.9,24,
"=""0021300045""",2,47,29,00:06:58,NYK,Pablo Prigioni,missed,22.9,88.6,2,
"=""0021300045""",2,47,29,00:06:27,NYK,Raymond Felton,missed,9.8,80.4,17,
"=""0021300045""",2,47,31,00:06:16,NYK,Andrea Bargnani,made,12.7,87.0,12,Carmelo Anthony
"=""0021300045""",2,47,31,00:05:50,NYK,Carmelo Anthony,missed,45.0,72.8,26,
"=""0021300045""",2,47,33,00:05:27,NYK,Carmelo Anthony,made,26.3,88.3,1,
"=""0021300045""",2,49,36,00:04:42,NYK,Andrea Bargnani,made,40.5,69.2,25,Raymond Felton
"=""0021300045""",2,52,36,00:04:03,NYK,Raymond Felton,missed,48.9,90.6,24,
"=""0021300045""",2,54,36,00:03:32,NYK,Raymond Felton,missed,47.0,75.5,26,
"=""0021300045""",2,54,39,00:03:04,NYK,Andrea Bargnani,made,27.8,64.1,25,Raymond Felton
"=""0021300045""",2,56,39,00:02:21,NYK,Carmelo Anthony,missed,27.8,88.3,3,
"=""0021300045""",2,58,41,00:01:49,NYK,Metta World Peace,made,23.7,87.6,2,
"=""0021300045""",2,60,44,00:01:14,NYK,Metta World Peace,made,5.4,74.7,24,Raymond Felton
"=""0021300045""",2,61,44,00:00:48,NYK,Metta World Peace,missed,46.5,75.3,25,
"=""0021300045""",2,64,46,00:00:34,NYK,Andrea Bargnani,made,24.8,88.6,0,Raymond Felton
"=""0021300045""",2,64,49,00:00:02,NYK,Metta World Peace,made,48.4,89.8,23,Raymond Felton
"=""0021300045""",3,68,51,00:10:11,NYK,Raymond Felton,missed,24.5,88.1,1,
"=""0021300045""",3,71,53,00:09:41,NYK,Andrea Bargnani,made,20.2,82.3,8,Raymond Felton
"=""0021300045""",3,73,53,00:08:29,NYK,Tim Hardaway Jr.,missed,28.2,71.1,18,
"=""0021300045""",3,74,53,00:07:45,NYK,Carmelo Anthony,missed,38.5,80.7,16,
"=""0021300045""",3,76,55,00:06:57,NYK,Raymond Felton,made,27.1,88.3,2,
"=""0021300045""",3,76,57,00:06:36,NYK,Tim Hardaway Jr.,made,24.9,86.6,2,Raymond Felton
"=""0021300045""",3,76,57,00:06:08,NYK,Tim Hardaway Jr.,missed,44.2,71.2,26,
"=""0021300045""",3,76,61,00:05:39,NYK,Tim Hardaway Jr.,made,23.4,89.0,2,Raymond Felton
"=""0021300045""",3,78,63,00:04:57,NYK,Raymond Felton,made,23.5,77.8,11,
"=""0021300045""",3,80,63,00:04:18,NYK,Raymond Felton,missed,26.5,88.3,2,
"=""0021300045""",3,80,65,00:04:16,NYK,Kenyon Martin,made,23.9,87.6,2,
"=""0021300045""",3,82,65,00:03:37,NYK,Tim Hardaway Jr.,missed,2.4,91.7,23,
"=""0021300045""",3,82,67,00:03:36,NYK,Kenyon Martin,made,24.2,87.6,2,
"=""0021300045""",3,82,69,00:03:21,NYK,Tim Hardaway Jr.,made,26.5,88.4,2,Raymond Felton
"=""0021300045""",3,82,69,00:02:51,NYK,Tim Hardaway Jr.,missed,6.0,73.1,25,
"=""0021300045""",3,83,69,00:02:29,NYK,Metta World Peace,missed,18.2,82.4,9,
"=""0021300045""",3,85,69,00:02:08,NYK,Raymond Felton,missed,47.8,76.9,26,
"=""0021300045""",3,85,69,00:02:06,NYK,Kenyon Martin,missed,25.6,88.1,1,
"=""0021300045""",3,87,71,00:01:43,NYK,Carmelo Anthony,made,26.3,88.6,1,Kenyon Martin
"=""0021300045""",3,90,73,00:01:06,NYK,Carmelo Anthony,made,41.0,85.9,16,
"=""0021300045""",3,93,76,00:00:37,NYK,Carmelo Anthony,made,34.5,65.9,25,
"=""0021300045""",3,93,78,00:00:22,NYK,Metta World Peace,made,24.0,87.0,2,
"=""0021300045""",3,93,78,00:00:00,NYK,Carmelo Anthony,missed,47.6,77.5,25,
"=""0021300045""",4,93,81,00:11:11,NYK,Metta World Peace,made,23.7,88.7,1,Pablo Prigioni
"=""0021300045""",4,95,81,00:10:26,NYK,Pablo Prigioni,missed,49.2,90.3,24,
"=""0021300045""",4,95,81,00:10:11,NYK,Carmelo Anthony,missed,48.1,78.9,25,
"=""0021300045""",4,95,84,00:09:33,NYK,Pablo Prigioni,made,6.0,73.0,25,Carmelo Anthony
"=""0021300045""",4,95,84,00:09:05,NYK,Tim Hardaway Jr.,missed,48.6,89.2,24,
"=""0021300045""",4,95,84,00:08:39,NYK,Tim Hardaway Jr.,missed,48.1,92.5,23,
"=""0021300045""",4,95,86,00:08:00,NYK,Carmelo Anthony,made,11.2,81.9,16,Raymond Felton
"=""0021300045""",4,95,88,00:07:38,NYK,Pablo Prigioni,made,24.5,88.6,1,Carmelo Anthony
"=""0021300045""",4,97,90,00:06:53,NYK,Carmelo Anthony,made,42.3,85.9,18,
"=""0021300045""",4,97,92,00:06:28,NYK,Iman Shumpert,made,27.3,88.3,2,
"=""0021300045""",4,100,95,00:05:55,NYK,Carmelo Anthony,made,8.9,71.4,24,Tyson Chandler
"=""0021300045""",4,100,98,00:04:49,NYK,Iman Shumpert,made,48.1,90.1,23,Pablo Prigioni
"=""0021300045""",4,104,98,00:04:09,NYK,Iman Shumpert,missed,7.6,72.2,24,
"=""0021300045""",4,104,98,00:03:43,NYK,Carmelo Anthony,missed,27.6,69.8,19,
"=""0021300045""",4,106,98,00:03:03,NYK,Carmelo Anthony,missed,10.9,86.5,14,
"=""0021300045""",4,106,100,00:02:30,NYK,Tyson Chandler,made,26.0,88.3,1,Raymond Felton
"=""0021300045""",4,108,100,00:01:34,NYK,Carmelo Anthony,missed,47.5,77.2,25,
"=""0021300045""",4,108,100,00:01:03,NYK,Tim Hardaway Jr.,missed,7.1,71.4,25,
"=""0021300045""",4,109,100,00:00:48,NYK,Raymond Felton,missed,22.9,88.1,2,
"=""0021300054""",1,0,2,00:11:22,NYK,Carmelo Anthony,made,35.2,88.7,10,
"=""0021300054""",1,3,2,00:10:42,NYK,Raymond Felton,missed,7.9,82.3,18,
"=""0021300054""",1,7,2,00:09:46,NYK,Raymond Felton,missed,16.8,65.7,25,
"=""0021300054""",1,11,4,00:08:19,NYK,Carmelo Anthony,missed,30.3,70.3,19,
"=""0021300054""",1,11,4,00:08:01,NYK,Carmelo Anthony,missed,35.2,65.9,25,
"=""0021300054""",1,11,4,00:07:55,NYK,Carmelo Anthony,missed,27.8,87.6,3,
"=""0021300054""",1,11,7,00:07:49,NYK,Iman Shumpert,made,27.0,64.6,24,Tyson Chandler
"=""0021300054""",1,14,9,00:07:12,NYK,Andrea Bargnani,made,17.7,69.8,21,
"=""0021300054""",1,14,9,00:06:43,NYK,Carmelo Anthony,missed,27.4,87.1,3,
"=""0021300054""",1,16,11,00:06:29,NYK,Iman Shumpert,made,10.9,75.9,19,
"=""0021300054""",1,16,13,00:06:05,NYK,Iman Shumpert,made,25.9,88.3,1,
"=""0021300054""",1,16,15,00:05:37,NYK,Tyson Chandler,made,25.6,84.5,5,
"=""0021300054""",1,16,15,00:05:03,NYK,Carmelo Anthony,missed,32.5,64.6,26,
"=""0021300054""",1,18,15,00:04:16,NYK,Iman Shumpert,missed,2.4,90.0,23,
"=""0021300054""",1,18,17,00:03:39,NYK,Metta World Peace,missed,48.9,82.9,25,
"=""0021300054""",1,23,21,00:02:13,NYK,Metta World Peace,made,30.8,86.4,6,
"=""0021300054""",1,25,23,00:01:50,NYK,Carmelo Anthony,made,7.3,84.3,18,Pablo Prigioni
"=""0021300054""",1,29,23,00:00:55,NYK,Tim Hardaway Jr.,missed,30.9,64.4,25,
"=""0021300054""",1,29,25,00:00:27,NYK,Carmelo Anthony,made,26.8,82.9,6,
"=""0021300054""",1,31,28,00:00:00,NYK,Carmelo Anthony,made,43.2,66.5,29,
"=""0021300054""",2,31,31,00:11:40,NYK,Metta World Peace,made,26.0,63.2,26,Beno Udrih
"=""0021300054""",2,31,31,00:11:06,NYK,Amar'e Stoudemire,missed,22.3,87.9,3,
"=""0021300054""",2,33,33,00:10:47,NYK,Metta World Peace,made,24.8,86.7,2,
"=""0021300054""",2,35,33,00:10:23,NYK,Amar'e Stoudemire,missed,25.0,87.3,2,
"=""0021300054""",2,35,35,00:10:18,NYK,Tim Hardaway Jr.,made,38.8,85.6,14,Amar'e Stoudemire
"=""0021300054""",2,41,35,00:07:59,NYK,Tim Hardaway Jr.,missed,2.7,89.6,22,
"=""0021300054""",2,41,37,00:07:53,NYK,Tim Hardaway Jr.,made,7.8,83.4,18,
"=""0021300054""",2,43,39,00:07:31,NYK,Andrea Bargnani,made,34.9,85.7,10,Tim Hardaway Jr.
"=""0021300054""",2,45,39,00:06:56,NYK,Tim Hardaway Jr.,missed,25.2,86.7,2,
"=""0021300054""",2,47,39,00:06:30,NYK,Tim Hardaway Jr.,missed,28.6,64.1,25,
"=""0021300054""",2,49,42,00:05:59,NYK,Metta World Peace,made,37.9,67.1,25,Carmelo Anthony
"=""0021300054""",2,49,42,00:05:24,NYK,Metta World Peace,missed,20.7,84.6,6,
